judul_film,rating
Eye of the Beholder,2.522222222222222
Eye of the Needle,3.564516129032258
Eyes Wide Shut,3.2842105263157895
Eyes of Laura Mars,3.0166666666666666
Eyes of an Angel,3.25
Eyewitness,3.357142857142857
F/X2,3.2320359281437128
FLCL,3.95
FM,3.5
Fa yeung nin wa,4.007518796992481
Face/Off,3.1616323907455013
Faces of Death,1.5238095238095237
Faces of Death II,1.0
Faces of Death III,0.9666666666666667
Faces of Death IV,1.0833333333333333
Faces of Death V,1.1363636363636365
Faces of Death VI,0.8571428571428571
Faces of Death: Fact or Fiction?,1.25
Facing the Giants,3.357142857142857
Factory Girl,2.857142857142857
Factotum,3.4714285714285715
Fade to Black,3.5
Fah talai jone,3.8
Fahrenheit 451,3.7095588235294117
Fahrenheit 9/11,3.6142241379310347
Fail-Safe,3.8188073394495414
Failure to Launch,2.8098290598290596
Fair Game,1.875
FairyTale: A True Story,3.380952380952381
Faithful,3.1666666666666665
Falkens öga,4.0
Fall Time,1.75
Fallen,3.554140127388535
Falling Down,3.6149068322981366
Falling in Love,3.1785714285714284
Fallout,2.0
Fame,3.3066666666666666
Family Business,2.75
Family Guy,3.642857142857143
Family Guy Presents Stewie Griffin: The Untold Story,3.7027027027027026
Family Plot,3.3055555555555554
Family Viewing,3.5
Famous,2.75
Fancy Pants,2.875
Fandango,3.4375
Fanny och Alexander,4.032967032967033
Fantasia,3.6810154525386314
Fantasia/2000,3.460227272727273
Fantastic Four,2.8703170028818445
Fantastic Voyage,3.5194805194805197
Far and Away,3.1455696202531644
Far from Heaven,3.6615853658536586
Far from Home: The Adventures of Yellow Dog,2.6153846153846154
Farewell to the King,2.8333333333333335
Fargo,4.019652650822669
Farinelli,3.1607142857142856
Farscape: The Peacekeeper Wars,3.590909090909091
Fast Food Fast Women,3.375
Fast Food Nation,3.2777777777777777
Fast Times at Ridgemont High,3.518361581920904
Fast Track,2.767857142857143
"Fast, Cheap & Out of Control",3.8152173913043477
"Faster, Pussycat! Kill! Kill!",3.3048780487804876
Fat Albert,2.0
Fat City,3.4444444444444446
Fat Man and Little Boy,3.7941176470588234
Fatal Attraction,3.4501385041551247
Fatal Beauty,2.3333333333333335
Fatal Instinct,2.6666666666666665
Father Goose,3.9375
Father Hood,2.5
Father of the Bride,3.255972696245734
Father of the Bride Part II,2.7533333333333334
Fathers' Day,2.4310344827586206
Fathom,2.875
Fatso,2.9166666666666665
Faust: Love of the Damned,3.6824324324324325
Fausto 5.0,2.75
Faustrecht der Freiheit,3.9375
Fauteuils d'orchestre,3.4444444444444446
Fay Grim,3.25
Fear,2.919642857142857
Fear Strikes Out,3.2142857142857144
Fear X,2.625
Fear and Loathing in Las Vegas,3.695505617977528
Fear of a Black Hat,3.409090909090909
FeardotCom,1.8333333333333333
Feast,3.3620689655172415
Feast of July,3.1666666666666665
Feast of Love,3.05
Federal Hill,3.75
Feds,2.6153846153846154
Feeling Minnesota,2.6142857142857143
Fei ying gai wak,3.22972972972973
Felicia's Journey,3.370967741935484
Fellini - Satyricon,2.9423076923076925
Fellini: Je suis un grand menteur,3.1666666666666665
Felon,3.8541666666666665
Female Perversions,3.0
Female Trouble,4.125
Femme Fatale,3.11046511627907
Feng yue,2.6666666666666665
FernGully: The Last Rainforest,3.05
Ferris Bueller's Day Off,3.8363431151241536
Festen,4.207692307692308
Festival Express,3.15
Festival in Cannes,3.25
Feux rouges,3.0
Fever Pitch,3.206896551724138
Fiddler on the Roof,3.869565217391304
Fido,3.5555555555555554
Field of Dreams,3.709862385321101
Fierce Creatures,2.9831460674157304
Fifty Pills,3.0
Fight Club,4.25278940027894
Filth and Wisdom,2.7142857142857144
"Fin août, début septembre",3.3333333333333335
Final Analysis,2.64
Final Destination,3.119047619047619
Final Destination 2,2.893491124260355
Final Destination 3,2.670103092783505
Final Fantasy VII: Advent Children,3.5107142857142857
Final Fantasy: The Spirits Within,3.144
Find Me Guilty,3.425
Finder's Fee,2.6666666666666665
Finding Amanda,2.8333333333333335
Finding Forrester,3.70066889632107
Finding Nemo,3.8550903119868636
Finding Neverland,3.8430335097001764
Finding North,4.0
Finian's Rainbow,2.75
Finnegan Begin Again,5.0
Fire & Ice,3.0625
Fire Birds,2.607142857142857
Fire Down Below,2.517857142857143
Fire in the Sky,3.3333333333333335
Firefox,2.9
Firehouse Dog,3.3333333333333335
Firelight,3.388888888888889
Firestarter,3.0701754385964914
Firestorm,2.4
Firewalker,2.1
Firewall,2.8975409836065573
First Blood,3.5264084507042255
First Daughter,2.4390243902439024
First Descent,3.75
First Kid,2.240740740740741
First Knight,2.784565916398714
"First Love, Last Rites",3.0
First Men in the Moon,3.7222222222222223
First Monday in October,3.1666666666666665
First Snow,3.3846153846153846
First Sunday,1.375
Fist of the North Star,1.0
Fitzcarraldo,4.008620689655173
Five Corners,3.05
Five Days One Summer,3.0
Five Easy Pieces,3.765625
Flags of Our Fathers,3.550675675675676
Flaming Star,3.5
Flash Gordon,2.957692307692308
Flash Gordon Conquers the Universe,4.0
Flash of Genius,2.0
Flashback,3.2222222222222223
Flashdance,2.9056603773584904
Flashpoint,3.625
Flatliners,3.2851239669421486
Flawless,3.41044776119403
Fled,2.7954545454545454
Flesh and Bone,3.3823529411764706
Flesh+Blood,2.9615384615384617
Fletch,3.456422018348624
Fletch Lives,2.9545454545454546
Flicka,3.0
Flight of the Intruder,2.9411764705882355
Flight of the Navigator,3.5384615384615383
Flight of the Phoenix,3.287109375
Flightplan,3.0876288659793816
Flipper,2.2596153846153846
Flirt,3.05
Flirting with Disaster,3.611607142857143
Flowers in the Attic,2.763157894736842
Flubber,2.4559585492227978
Fluke,3.0384615384615383
Flushed Away,3.53125
Fly Away Home,3.282051282051282
Fly Me to the Moon,2.75
Flyboys,3.2555555555555555
Flying Down to Rio,3.7
Flying Leathernecks,3.111111111111111
Flying Tigers,3.2916666666666665
"Follow Me, Boys!",3.5
Follow That Dream,2.8333333333333335
Follow the Fleet,3.8333333333333335
Following,3.8526315789473684
Fong Sai Yuk,3.731707317073171
Food of Love,3.0
Food of the Gods II,2.0
Fool for Love,2.6666666666666665
Fool's Gold,3.090909090909091
Foolish Wives,2.375
Fools Rush In,2.9642857142857144
Footlight Parade,3.4285714285714284
Footloose,3.0
For All Mankind,4.205882352941177
For Keeps?,3.0
For Love of the Game,3.119047619047619
For Love or Money,3.107142857142857
For Me and My Gal,3.75
For Queen & Country,2.0
For Richer or Poorer,2.716666666666667
For Whom the Bell Tolls,3.7222222222222223
For Your Consideration,3.0
For Your Eyes Only,3.3705583756345177
For the Bible Tells Me So,3.375
For the Love of Benji,2.5
Forbidden Planet,3.76056338028169
Forbrydelsens element,3.4375
Force 10 from Navarone,3.2560975609756095
Force of Evil,3.5
Forced Vengeance,2.0
Forces of Nature,2.481707317073171
Foreign Correspondent,3.757575757575758
Foreign Student,2.5
Forever Fever,4.25
Forever Young,3.0104895104895104
Forget Baghdad: Jews and Arabs - The Iraqi Connection,4.0
Forget Paris,2.967032967032967
Forgetting Sarah Marshall,3.662721893491124
Forgotten Silver,3.736842105263158
Forrest Gump,3.9301658163265305
Fort Apache,3.3958333333333335
Fort Apache the Bronx,2.9444444444444446
Fotoamator,3.5
Foul Play,3.5943396226415096
Four Brothers,3.1377551020408165
Four Christmases,2.4444444444444446
Four Friends,3.75
Four Rooms,3.375
Four Weddings and a Funeral,3.5259917920656636
Foxes,2.8333333333333335
Foxfire,3.1470588235294117
Foxy Brown,3.5277777777777777
Fracture,3.6596385542168677
Frailty,3.7469512195121952
Frances,3.7222222222222223
"Francesco, giullare di Dio",3.5
"Frank McKlusky, C.I.",0.75
Frank and Ollie,4.0
Frankenstein,3.447026022304833
Frankenstein Meets the Wolf Man,3.3636363636363638
Frankenstein Must Be Destroyed,3.5
Frankenstein Unbound,2.8
Frankenstein and the Monster from Hell,5.0
Frankie Starlight,2.6
Frankie and Johnny,3.1846153846153844
Frantic,3.4
"Fratello sole, sorella luna",3.3
Fraternity Vacation,2.5
Freaked,2.5
Freaks,3.86697247706422
Freaky Friday,3.2142857142857144
Fred Claus,2.8125
Freddy Got Fingered,2.0
Freddy vs. Jason,2.41025641025641
Freddy's Dead: The Final Nightmare,2.284313725490196
Free Enterprise,3.8157894736842106
Free Willy,2.4981617647058822
Free Willy 2: The Adventure Home,1.8108108108108107
Free Willy 3: The Rescue,1.3888888888888888
Free Zone,3.0
Freebie and the Bean,4.0
Freedom Downtime,4.5
Freedom Writers,3.7131147540983607
Freedomland,2.5
Freejack,2.4477611940298507
Freeway,3.425531914893617
French Kiss,3.1216730038022815
Frenzy,3.6893939393939394
Frequency,3.5417827298050137
Fresa y chocolate,3.517857142857143
Fresh,4.023255813953488
Fresh Horses,1.8333333333333333
Freud,3.25
Frida,3.6776315789473686
Friday,3.463235294117647
Friday After Next,2.5517241379310347
Friday Night Lights,3.5700934579439254
Friday the 13th,2.708823529411765
Friday the 13th Part 2,2.2532467532467533
Friday the 13th Part III,1.780701754385965
Friday the 13th Part VII: The New Blood,1.630952380952381
Friday the 13th Part VIII: Jason Takes Manhattan,1.650943396226415
Friday the 13th: A New Beginning,1.7553191489361701
Friday the 13th: The Final Chapter,1.8085106382978724
Fried Green Tomatoes,3.711246200607903
Friendly Persuasion,3.8076923076923075
Friends & Lovers,2.5833333333333335
Friends and Family,3.1
Friends with Money,3.125
Fright Night,3.4558823529411766
Fright Night Part 2,2.423076923076923
Fritz the Cat,2.8714285714285714
Frogs for Snakes,2.75
From Dusk Till Dawn,3.217935871743487
From Hell,3.4156976744186047
From Here to Eternity,3.947058823529412
From Justin to Kelly,0.9242424242424242
From Noon Till Three,3.6666666666666665
From Russia with Love,3.6221498371335503
From the Hip,2.8125
From the Journals of Jean Seberg,4.5
From the Terrace,2.4166666666666665
Frost/Nixon,4.029411764705882
Frozen River,3.477272727272727
Fubar,3.861111111111111
Fuck,3.727272727272727
Fucking Åmål,3.884180790960452
Fukushû suru wa ware ni ari,4.0
Full Frontal,2.7205882352941178
Full Metal Jacket,4.043808411214953
Full Tilt Boogie,3.375
Full of It,2.3333333333333335
Fun & Fancy Free,3.2142857142857144
Fun in Acapulco,2.0
Fun with Dick and Jane,2.9814285714285713
Funeral in Berlin,3.45
Funny About Love,2.1666666666666665
Funny Bones,3.625
Funny Face,3.4634146341463414
Funny Farm,2.9782608695652173
Funny Games U.S.,3.6159420289855073
Funny Girl,3.824324324324324
Funny Lady,2.8
Fur: An Imaginary Portrait of Diane Arbus,3.566666666666667
Futurama: Bender's Big Score,3.704225352112676
Futurama: Bender's Game,3.45
Futurama: The Beast with a Billion Backs,3.5675675675675675
Führer Ex,2.0
G.I. Blues,3.4
G.I. Jane,2.7203389830508473
G.I. Joe: The Rise of Cobra,3.9166666666666665
Gabbeh,5.0
Gabriela,2.1666666666666665
Gadjo dilo,3.5833333333333335
Galaxina,1.5
Galaxy Quest,3.5176419965576593
Galaxy of Terror,2.5
Gallipoli,3.8442028985507246
Game of Death,3.2962962962962963
Gandahar,3.75
Gandhi,4.029494382022472
Gang Related,3.1666666666666665
Gangs of New York,3.429047619047619
Gangster No. 1,3.1904761904761907
Garage Days,3.125
Garden State,3.8282442748091605
Gardens of Stone,3.4
Garfield,2.207547169811321
Garfield: A Tail of Two Kitties,2.532258064516129
"Gas, Food Lodging",3.8076923076923075
Gaslight,3.984126984126984
Gattaca,3.8210594315245476
Gaudi Afternoon,3.2142857142857144
Gay Purr-ee,2.9
Gazon maudit,3.4318181818181817
Gegen die Wand,3.840909090909091
Gekitotsu! Satsujin ken,3.25
Gendernauts - Eine Reise durch die Geschlechter,3.5
Genghis Blues,3.8333333333333335
Gentleman's Agreement,4.032258064516129
Gentlemen Prefer Blondes,3.6511627906976742
George Washington,3.575
George of the Jungle,2.553672316384181
Georgia Rule,2.8529411764705883
Georgy Girl,3.6666666666666665
Germania anno zero,3.875
Germinal,3.388888888888889
Geronimo: An American Legend,3.1176470588235294
Gertrud,5.0
Get Carter,2.904255319148936
Get Over It,2.911764705882353
Get Real,3.8833333333333333
Get Rich or Die Tryin',3.142857142857143
Get Shorty,3.3922155688622753
Get Smart,3.2663934426229506
Get Smart's Bruce and Lloyd Out of Control,2.6666666666666665
Get on the Bus,3.2941176470588234
Getting Away with Murder,4.0
Getting Even with Dad,2.31
Getting It Right,2.875
Gettysburg,3.663157894736842
Ghost,3.198511166253102
Ghost Busters,3.6341354723707666
Ghost Dad,2.1744186046511627
Ghost Dog: The Way of the Samurai,3.707692307692308
Ghost Rider,2.5875
Ghost Ship,2.586734693877551
Ghost Town,3.5925925925925926
Ghost World,3.720867208672087
Ghost in the Machine,3.0
Ghostbusters II,3.0056053811659194
Ghosts of Mars,2.2427184466019416
Ghosts of Mississippi,3.35
Ghosts of the Abyss,3.380952380952381
Ghoulies,2.173076923076923
Ghoulies II,1.5454545454545454
Gia,3.139705882352941
Giant,3.8404255319148937
Gidget,3.272727272727273
Gigantic (A Tale of Two Johns),4.275862068965517
Gigi,3.5307692307692307
Gigli,1.3508771929824561
Gilda,3.8823529411764706
Gimme Shelter,3.765957446808511
Gin gwai,3.2934782608695654
Ging chaat goo si 4: Ji gaan daan yam mo,3.2259615384615383
Ging chat goo si,3.7162162162162162
Ging chat goo si 3: Chiu kup ging chat,3.4657534246575343
Ginger Snaps,3.3955223880597014
Ginger Snaps Back: The Beginning,3.1666666666666665
Ginger Snaps: Unleashed,3.5
Ginî piggu 2: Chiniku no hana,3.75
Girl 6,2.693548387096774
Girl with a Pearl Earring,3.5460526315789473
"Girl, Interrupted",3.5131147540983605
Girlfight,3.7254901960784315
Girlhood,3.5
Girls Just Want to Have Fun,2.825
Girls Town,3.0
Girls Will Be Girls,4.0
Girls! Girls! Girls!,4.0
Giulia e Giulia,2.25
Giulietta degli spiriti,3.7419354838709675
Give My Regards to Broad Street,3.0
Giù la testa,3.4
Gladiator,3.8244958924570573
Gleaming the Cube,2.9375
Glen or Glenda,2.4722222222222223
Glengarry Glen Ross,3.8193832599118944
Gli orrori del castello di Norimberga,3.0
Glitter,1.0375
Gloomy Sunday - Ein Lied von Liebe und Tod,3.1875
Gloria,2.6547619047619047
Glory,3.8903133903133904
Glory Daze,2.8333333333333335
Glory Road,3.5
Go,3.569069069069069
Go Figure,3.4
Go Fish,3.2708333333333335
Go Tigers!,3.3333333333333335
Go West,3.2291666666666665
Go for Broke!,3.1666666666666665
Goal!,3.260869565217391
Goat on Fire and Smiling Fish,3.2142857142857144
"God Said, 'Ha!'",3.1666666666666665
God Told Me To,3.0
"God afton, Herr Wallenberg - En Passionshistoria från verkligheten",3.5
Gods and Generals,2.9482758620689653
Gods and Monsters,3.8676470588235294
Godsend,2.2583333333333333
Godzilla,2.343582887700535
"Godzilla, King of the Monsters!",3.1666666666666665
Gohatto,3.7777777777777777
Goin' South,3.7
Going Ape!,4.0
Going My Way,3.923076923076923
Going Overboard,2.0
Going Shopping,3.0
Going in Style,3.5
Going the Distance,3.1
Gojira,3.15625
Gojira VS Mekagojira,3.2222222222222223
Gojira ni-sen mireniamu,2.466666666666667
"Gojira, Ebirâ, Mosura: Nankai no daiketto",3.05
Gojira-Minira-Gabara: Oru kaijû daishingeki,3.2142857142857144
Gokudô kyôfu dai-gekijô: Gozu,3.6
Gold Diggers of 1933,3.6666666666666665
Gold Diggers: The Secret of Bear Mountain,2.25
Golden Earrings,4.0
GoldenEye,3.3124147339699865
Goldfinger,3.6693548387096775
Gomgashtei dar Aragh,3.2
Gomorra,3.7777777777777777
Gone Baby Gone,3.8092783505154637
Gone Fishin',1.763157894736842
Gone in Sixty Seconds,2.974766355140187
Gone with the Wind,3.691466083150985
Gongdong gyeongbi guyeok JSA,3.7560975609756095
Gonin,2.7
Gonzo: The Life and Work of Dr. Hunter S. Thompson,3.8214285714285716
Good Boy!,3.125
Good Burger,1.9242424242424243
Good Bye Lenin!,3.8794117647058823
Good Guys Wear Black,2.0
Good Luck Chuck,2.680327868852459
"Good Morning, Babylon",3.25
"Good Morning, Vietnam",3.6129032258064515
"Good Night, and Good Luck.",3.862700228832952
Good Will Hunting,3.9298664122137406
Goodbye Lover,2.4444444444444446
Goodbye Pork Pie,4.25
"Goodbye, Columbus",3.1875
"Goodbye, Mr. Chips",3.8292682926829267
Goodfellas,4.151711924439197
"Goodnight, Mister Tom",4.0
Gorillas in the Mist: The Story of Dian Fossey,3.5865384615384617
Gorky Park,3.6914893617021276
Gosford Park,3.531496062992126
Gospa,4.0
Gossip,2.6052631578947367
Gotcha!,2.9347826086956523
Gothic,2.9444444444444446
Gothika,2.8461538461538463
Goya en Burdeos,2.125
Goya's Ghosts,3.25
Goyangileul butaghae,2.6666666666666665
Goyôkiba,3.5
Grace Is Gone,3.25
Grace of My Heart,3.409090909090909
Gracie,2.8333333333333335
Graffiti Bridge,1.8333333333333333
Gran Torino,3.5294117647058822
Grand Canyon,3.4375
Grand Hotel,3.9827586206896552
Grand Theft Auto,2.2
Grandma's Boy,3.326388888888889
"Grandview, U.S.A.",2.0
Grateful Dawg,3.45
Graveyard Shift,1.7777777777777777
Gray Lady Down,2.9166666666666665
Gray Matters,3.2777777777777777
Grease,2.9350453172205437
Greaser's Palace,3.3333333333333335
Great Balls of Fire!,3.1219512195121952
Great Expectations,3.4285714285714284
Greed,4.142857142857143
Green Card,3.0833333333333335
Green Dragon,3.25
Green for Danger,4.0
Greenfingers,3.6184210526315788
Gregory's Girl,3.913793103448276
Gremlins,3.2725631768953067
Gremlins 2: The New Batch,2.885321100917431
Grey Gardens,4.153846153846154
Grey's Anatomy,3.4696969696969697
Greyfriars Bobby: The True Story of a Dog,3.625
"Greystoke: The Legend of Tarzan, Lord of the Apes",3.1
Gridiron Gang,3.25
Gridlock'd,3.2222222222222223
Griffin & Phoenix,3.0
Grind,2.2916666666666665
Grindhouse,3.8146718146718146
Grizzly Man,3.7425149700598803
Groove,3.05
Gross Anatomy,3.125
Grosse Pointe Blank,3.753398058252427
Grosse fatigue,2.8333333333333335
Groundhog Day,3.899074074074074
Grumpy Old Men,3.0034530386740332
Guadalcanal Diary,3.4166666666666665
Guantanamera,4.0
Guarding Tess,3.202127659574468
Guerrilla: The Taking of Patty Hearst,3.7142857142857144
Guess Who,3.0090909090909093
Guess Who's Coming to Dinner,3.8031496062992125
Guilty as Sin,2.7142857142857144
Guilty by Suspicion,3.923076923076923
Guinevere,3.15
Guizi lai le,3.0
Gulliver's Travels,3.230769230769231
Gumby: The Movie,3.0
Gummo,3.388888888888889
Gun Shy,3.125
Guncrazy,2.8333333333333335
Gunfight at the O.K. Corral,3.421875
Gung Ho,2.8365384615384617
Gunga Din,3.7435897435897436
Gunner Palace,3.4
Guns of the Magnificent Seven,3.142857142857143
Guys and Dolls,3.7265625
Gwoemul,3.5168539325842696
Gycklarnas afton,3.0
Gypsy,3.6785714285714284
Gypsy 83,1.75
Göta kanal eller Vem drog ur proppen?,3.1666666666666665
Ha-Hesder,3.0
Ha-Ushpizin,4.166666666666667
Hable con ella,3.998076923076923
Hachi-gatsu no kyôshikyoku,3.8636363636363638
Hackers,3.079136690647482
Haiku Tunnel,3.4444444444444446
Hail Columbia!,3.0833333333333335
Hair,3.5
Hairspray,3.455399061032864
Hak hap,2.9833333333333334
Hakuchi,3.7
Halbe Treppe,4.166666666666667
Half Baked,3.216666666666667
Half Light,2.7857142857142856
Half Moon Street,2.25
Half Nelson,3.650442477876106
Half Past Dead 2,2.391304347826087
Hallam Foe,3.8
Halloween,3.446078431372549
Halloween 4: The Return of Michael Myers,2.2567567567567566
Halloween 5,1.9102564102564104
Halloween H20: 20 Years Later,2.2806122448979593
Halloween II,2.4453125
Halloween III: Season of the Witch,1.6222222222222222
Halloween: Resurrection,1.8289473684210527
Halloween: The Curse of Michael Myers,2.0
Halls of Montezuma,3.0833333333333335
Hamam,3.7222222222222223
Hamburger Hill,3.402439024390244
Hamlet,3.6846491228070177
Hammett,3.0
Hana-bi,3.771604938271605
Hancock,3.206060606060606
Handle with Care,3.5
Hands on a Hard Body: The Documentary,4.078947368421052
Hang 'Em High,3.764705882352941
Hangar 18,3.1666666666666665
Hangin' with the Homeboys,3.1666666666666665
Hangmen Also Die!,3.7
Hanky Panky,2.0833333333333335
Hannah and Her Sisters,3.8684210526315788
Hannibal,3.067774936061381
Hannibal Rising,2.9166666666666665
Hans Christian Andersen,3.576923076923077
Hansel & Gretel,3.0
Happily N'Ever After,2.175
Happiness,3.8274111675126905
Happy Accidents,3.8297872340425534
Happy Birthday to Me,0.8333333333333334
Happy Endings,3.158536585365854
Happy Feet,3.212121212121212
Happy Gilmore,3.3028933092224233
Happy Go Lovely,1.5
"Happy, Texas",3.30188679245283
Happy-Go-Lucky,3.8095238095238093
Hard Ball,3.014705882352941
Hard Candy,3.638709677419355
Hard Core Logo,3.2777777777777777
Hard Target,2.572463768115942
Hard to Hold,2.75
Hard to Kill,2.5892857142857144
Hardcore,3.0357142857142856
Hardware,2.590909090909091
Harem suaré,2.25
Harlan County U.S.A.,3.875
Harlem Nights,2.4423076923076925
Harley Davidson and the Marlboro Man,2.6176470588235294
Harold & Kumar Escape from Guantanamo Bay,3.2686567164179103
Harold & Kumar Go to White Castle,3.4842105263157896
Harold and Maude,3.9489795918367347
Harper,3.34375
Harriet the Spy,2.7653061224489797
Harrison's Flowers,3.6666666666666665
Harry Potter and the Chamber of Secrets,3.435740514075887
Harry Potter and the Goblet of Fire,3.692468619246862
Harry Potter and the Order of the Phoenix,3.571236559139785
Harry Potter and the Prisoner of Azkaban,3.650127226463104
Harry Potter and the Sorcerer's Stone,3.456013363028953
Harry and Walter Go to New York,2.125
Harry and the Hendersons,2.7523809523809524
Harry un ami qui vous veut du bien,3.739130434782609
Harsh Times,3.1184210526315788
Hart's War,3.05
Harum Scarum,3.25
Harvard Man,2.1
Hatari!,3.6470588235294117
Hatuna Meuheret,4.214285714285714
Haunted Honeymoon,2.8214285714285716
Hauru no ugoku shiro,4.0514018691588785
Haute tension,3.212962962962963
Hav Plenty,4.0
Havoc,2.975
Hawaii,3.357142857142857
Hawk the Slayer,3.0
He Got Game,3.418181818181818
He Knows You're Alone,3.0
"He Said, She Said",2.7142857142857144
He Walked by Night,3.5
He Was a Quiet Man,3.473684210526316
He ni zai yi qi,3.8823529411764706
He's Just Not That Into You,2.75
Head,3.5
Head Above Water,2.9210526315789473
Head Over Heels,2.7142857142857144
Head in the Clouds,2.7058823529411766
Head of State,2.534090909090909
Hear My Song,3.6666666666666665
Heart Condition,2.125
Heart and Souls,3.433333333333333
Heartbeeps,3.5
Heartbreak Hotel,2.5
Heartbreak Ridge,3.326923076923077
Heartbreakers,2.965
Heartburn,2.735294117647059
Hearts and Minds,3.3333333333333335
Hearts in Atlantis,3.2552083333333335
Hearts of Darkness: A Filmmaker's Apocalypse,4.111111111111111
Heat,3.8523890784982937
Heat and Dust,3.0
Heathers,3.7636655948553055
Heaven,3.8055555555555554
Heaven & Earth,3.15
Heaven Can Wait,3.413306451612903
Heaven Help Us,3.0833333333333335
"Heaven Knows, Mr. Allison",4.03125
Heaven's Burning,3.75
Heaven's Gate,2.7142857142857144
Heaven's Prisoners,2.676470588235294
Heavenly Creatures,3.741596638655462
Heavy Metal,3.1366459627329193
Heavy Metal 2000,2.316666666666667
Heavy Weights,2.923076923076923
Hedwig and the Angry Inch,3.8048780487804876
Heidi,3.45
Heidi Fleiss: Hollywood Madam,2.625
Heights,3.4285714285714284
Heisei tanuki gassen pompoko,2.8333333333333335
Heist,3.449275362318841
Held Up,2.3
Helen of Troy,2.8333333333333335
Hell Is for Heroes,3.6666666666666665
Hell Night,2.3333333333333335
Hell Ride,2.0
Hell Up in Harlem,4.5
Hell in the Pacific,3.65
Hell's Angels,3.7142857142857144
Hell's Kitchen,2.25
Hellbound: Hellraiser II,2.9846153846153847
Hellboy,3.2699386503067487
Hellboy II: The Golden Army,3.521276595744681
Hellfighters,3.7857142857142856
Hello Again,2.55
Hello Down There,2.5
Hello Mary Lou: Prom Night II,1.7857142857142858
"Hello, Dolly!",3.4482758620689653
Hellraiser,3.231060606060606
Hellraiser III: Hell on Earth,2.551282051282051
Hellraiser: Bloodline,2.4886363636363638
Hells Angels on Wheels,2.9
Help!,3.691860465116279
Helvetica,3.411764705882353
Henry & June,3.1666666666666665
Henry Fool,3.5441176470588234
Henry Poole Is Here,3.6
Henry V,3.9471544715447155
Henry: Portrait of a Serial Killer,3.1451612903225805
"Henry: Portrait of a Serial Killer, Part 2",3.5
Her Alibi,2.890625
Herbie Fully Loaded,2.8
Herbie Goes Bananas,2.5681818181818183
Herbie Goes to Monte Carlo,2.41025641025641
Herbie Rides Again,2.872549019607843
Hercules,3.2254335260115607
Hercules in New York,2.0
Here Comes Mr. Jordan,3.5714285714285716
Here on Earth,2.2
Hero and the Terror,2.5
Hero at Large,3.2142857142857144
Heroes,3.112676056338028
Herr Lehmann,3.875
Herz aus Glas,3.0625
Hester Street,3.0
Hets,2.75
Hexed,1.5
Hey Arnold! The Movie,2.1153846153846154
"Hi, Mom!",2.3333333333333335
Hidalgo,3.2987012987012987
Hidden Agenda,3.2
Hide and Seek,2.876068376068376
Hideaway,2.6666666666666665
Hideous Kinky,3.2413793103448274
Hiding Out,2.642857142857143
High Anxiety,3.4776119402985075
High Art,3.7083333333333335
High Crimes,3.242424242424242
High Fidelity,3.754654255319149
High Heels and Low Lifes,2.85
High Noon,4.0139664804469275
High Plains Drifter,3.892523364485981
High School Confidential!,2.6666666666666665
High School Musical,2.125
High School Musical 3: Senior Year,2.287037037037037
High Sierra,3.6914893617021276
High Society,3.7051282051282053
High Spirits,2.9
Higher Learning,3.0918367346938775
Highlander,3.5504484304932737
Highlander II: The Quickening,2.074074074074074
Highlander III: The Sorcerer,2.365979381443299
Highlander: Endgame,2.425925925925926
Highway 61,3.6666666666666665
Highwaymen,3.0
Hilary and Jackie,3.642857142857143
Himalaya - l'enfance d'un chef,4.125
Hiroshima mon amour,3.8055555555555554
His Girl Friday,4.1059322033898304
Histoire d'O,2.6875
Histoires extraordinaires,2.8
History of the World: Part I,3.4427083333333335
Hit and Runway,4.0
Hitch,3.379573170731707
Hitman,2.960526315789474
Hocus Pocus,2.984375
Hoffa,3.383720930232558
"Hol volt, hol nem volt",4.0
Holes,3.5157068062827226
Holiday Inn,3.988888888888889
Hollow Man,2.4330708661417324
Hollow Man II,2.4285714285714284
Hollow Reed,3.1
Hollywood Ending,3.0462962962962963
Hollywood Homicide,2.723684210526316
Hollywood Shuffle,3.5625
"Hollywoodism: Jews, Movies and the American Dream",3.7777777777777777
Hollywoodland,3.1901408450704225
Holy Man,2.5
Holy Matrimony,2.25
Holy Smoke,3.142857142857143
Hombre mirando al sudeste,4.136363636363637
Home Alone,2.9505549949545915
Home Alone 2: Lost in New York,2.4382422802850354
Home Alone 3,1.7818791946308725
Home Fries,2.5384615384615383
Home Room,3.25
Home for the Holidays,3.011904761904762
Home of the Brave,3.0
Home on the Range,2.586206896551724
Homegrown,3.45
Homer and Eddie,2.6666666666666665
Hometown Legend,4.0
Homeward Bound II: Lost in San Francisco,2.36046511627907
Homeward Bound: The Incredible Journey,3.1504237288135593
Homicide: The Movie,2.0
Hondo,3.6666666666666665
Honey,2.6973684210526314
Honey I Blew Up the Kid,2.0252100840336134
"Honey, I Shrunk the Kids",2.672236503856041
Honeymoon in Vegas,2.9719101123595504
Honeysuckle Rose,3.0
Hong gao liang,3.9473684210526314
Honky Tonk Freeway,3.5
Honkytonk Man,3.5
Honogurai mizu no soko kara,3.423076923076923
Hoodlum,3.15625
Hoodwinked!,3.236842105263158
Hook,3.1123110151187907
Hooligans,3.6630434782608696
Hoop Dreams,3.9011627906976742
Hoosiers,3.847457627118644
Hoot,2.1666666666666665
Hope Floats,2.764044943820225
Hope Springs,2.642857142857143
